age,workclass,education,occupation,sex,hours.per.week,capital.investment-loss,income
50,Private,Some-college,Transport-moving,Male,40,1869.366188,>50K
27,State-gov,Doctorate,Prof-specialty,Male,77,1869.366188,<=50K
47,Self-emp-inc,Assoc-acdm,Exec-managerial,Female,67,1869.366188,<=50K
29,State-gov,Masters,Prof-specialty,Female,45,1869.366188,>50K
49,Private,Some-college,Transport-moving,Male,40,1869.366188,<=50K
31,Private,Prof-school,Prof-specialty,Male,25,1869.366188,>50K
43,Federal-gov,Assoc-acdm,Prof-specialty,Female,40,1869.366188,<=50K
56,Self-emp-not-inc,11th,Craft-repair,Male,40,1869.366188,<=50K
45,Federal-gov,Some-college,Prof-specialty,Male,56,1869.366188,>50K
40,Private,Bachelors,Exec-managerial,Female,40,1869.366188,<=50K
53,Local-gov,HS-grad,Adm-clerical,Female,40,1869.366188,>50K
72,Self-emp-not-inc,Some-college,Craft-repair,Male,35,1869.366188,<=50K
46,Private,Assoc-voc,Transport-moving,Male,60,1869.366188,<=50K
33,Private,Some-college,Prof-specialty,Female,37,1869.366188,<=50K
22,Private,9th,Handlers-cleaners,Male,40,1869.366188,<=50K
41,Private,HS-grad,Tech-support,Male,45,1869.366188,>50K
46,Private,9th,Machine-op-inspct,Male,43,1869.366188,<=50K
32,Private,Preschool,Machine-op-inspct,Male,40,1869.366188,<=50K
48,State-gov,HS-grad,Protective-serv,Male,72,1869.366188,>50K
22,Private,Some-college,Adm-clerical,Female,35,1869.366188,<=50K
40,Self-emp-not-inc,Bachelors,Craft-repair,Male,30,1869.366188,<=50K
40,Self-emp-not-inc,HS-grad,Other-service,Male,45,1869.366188,<=50K
25,Private,HS-grad,Sales,Female,37,1869.366188,<=50K
19,Private,12th,Farming-fishing,Female,30,1869.366188,<=50K
35,Self-emp-inc,HS-grad,Transport-moving,Male,60,1869.366188,<=50K
28,Private,HS-grad,Adm-clerical,Female,50,1869.366188,<=50K
33,Private,Some-college,Transport-moving,Male,41,1869.366188,<=50K
45,Self-emp-not-inc,Bachelors,Sales,Female,35,1869.366188,<=50K
19,Private,Some-college,Transport-moving,Male,25,1869.366188,<=50K
47,Private,HS-grad,Transport-moving,Male,85,1869.366188,>50K
17,Private,HS-grad,Adm-clerical,Male,20,1869.366188,<=50K
67,Private,HS-grad,Handlers-cleaners,Male,24,1869.366188,<=50K
57,Private,Masters,Prof-specialty,Male,55,1869.366188,>50K
24,State-gov,HS-grad,Transport-moving,Male,49,1869.366188,>50K
48,Self-emp-not-inc,Some-college,Transport-moving,Male,40,1869.366188,<=50K
51,Private,HS-grad,Prof-specialty,Male,46,1869.366188,>50K
18,Private,HS-grad,Tech-support,Female,10,1869.366188,<=50K
42,Private,Some-college,Craft-repair,Male,60,1869.366188,>50K
39,Private,Some-college,Other-service,Female,40,1869.366188,<=50K
21,Self-emp-not-inc,Some-college,Farming-fishing,Male,40,1869.366188,<=50K
26,Private,7th-8th,Craft-repair,Male,40,1869.366188,<=50K
54,Federal-gov,Some-college,Craft-repair,Male,40,1869.366188,<=50K
34,Private,Some-college,Sales,Female,40,1869.366188,<=50K
32,State-gov,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
59,Self-emp-not-inc,7th-8th,Transport-moving,Male,40,1869.366188,<=50K
54,Private,Bachelors,Sales,Female,40,1869.366188,<=50K
54,Private,Bachelors,Exec-managerial,Male,40,1869.366188,<=50K
33,Private,HS-grad,Prof-specialty,Male,60,1869.366188,<=50K
47,Private,Bachelors,Other-service,Female,25,1869.366188,<=50K
58,Self-emp-inc,Doctorate,Prof-specialty,Male,24,1869.366188,>50K
45,Self-emp-not-inc,Masters,Prof-specialty,Female,60,1869.366188,<=50K
45,Self-emp-not-inc,Bachelors,Prof-specialty,Male,40,1869.366188,>50K
29,Local-gov,Bachelors,Prof-specialty,Female,42,1869.366188,<=50K
28,Private,11th,Other-service,Female,40,1869.366188,<=50K
18,Self-emp-not-inc,11th,Sales,Female,40,1869.366188,<=50K
49,Private,Bachelors,Prof-specialty,Female,50,1869.366188,<=50K
46,Private,HS-grad,Craft-repair,Male,30,1869.366188,<=50K
56,Private,Bachelors,Prof-specialty,Female,45,1869.366188,<=50K
41,Private,Assoc-acdm,Exec-managerial,Female,50,1869.366188,<=50K
30,Private,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
62,Private,HS-grad,Craft-repair,Female,40,1869.366188,<=50K
36,Private,7th-8th,Farming-fishing,Male,35,1869.366188,<=50K
40,Self-emp-inc,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
26,Self-emp-inc,Bachelors,Adm-clerical,Female,40,1869.366188,<=50K
42,Self-emp-not-inc,Some-college,Craft-repair,Male,45,1869.366188,<=50K
33,Private,9th,Transport-moving,Male,40,1869.366188,<=50K
37,Private,HS-grad,Other-service,Male,30,1869.366188,<=50K
50,Private,Some-college,Adm-clerical,Female,35,1869.366188,>50K
32,Local-gov,Some-college,Other-service,Male,40,1869.366188,<=50K
44,Local-gov,Assoc-voc,Tech-support,Male,40,1869.366188,<=50K
44,Local-gov,Bachelors,Exec-managerial,Male,52,1869.366188,<=50K
22,Private,Some-college,Tech-support,Female,40,1869.366188,<=50K
39,State-gov,Doctorate,Prof-specialty,Female,40,1869.366188,>50K
26,Local-gov,Some-college,Protective-serv,Male,40,1869.366188,<=50K
49,Local-gov,Bachelors,Prof-specialty,Male,50,1869.366188,<=50K
24,Private,Assoc-acdm,Machine-op-inspct,Male,20,1869.366188,<=50K
26,Private,Bachelors,Exec-managerial,Male,60,1869.366188,<=50K
25,Private,Some-college,Protective-serv,Male,60,1869.366188,<=50K
30,Private,Assoc-acdm,Prof-specialty,Male,40,1869.366188,<=50K
52,Private,Bachelors,Prof-specialty,Male,38,1869.366188,>50K
46,Self-emp-inc,Some-college,Sales,Male,60,1869.366188,>50K
31,Private,HS-grad,Farming-fishing,Female,40,1869.366188,<=50K
57,Private,7th-8th,Other-service,Female,10,1869.366188,<=50K
45,Federal-gov,Some-college,Adm-clerical,Male,40,1869.366188,<=50K
20,Local-gov,HS-grad,Other-service,Female,40,1869.366188,<=50K
45,Private,HS-grad,Priv-house-serv,Female,30,1869.366188,<=50K
54,Private,Some-college,Craft-repair,Male,45,1869.366188,>50K
23,Private,9th,Machine-op-inspct,Male,35,1869.366188,<=50K
17,Private,10th,Other-service,Male,18,1869.366188,<=50K
61,Private,12th,Prof-specialty,Male,40,1869.366188,<=50K
21,State-gov,Some-college,Craft-repair,Male,35,1869.366188,<=50K
48,Private,Assoc-acdm,Other-service,Male,44,1869.366188,<=50K
46,Private,Prof-school,Farming-fishing,Male,48,1869.366188,<=50K
37,Self-emp-not-inc,HS-grad,Farming-fishing,Male,86,1869.366188,<=50K
35,Private,HS-grad,Exec-managerial,Female,54,1869.366188,<=50K
27,Local-gov,Bachelors,Transport-moving,Female,40,1869.366188,<=50K
19,Private,HS-grad,Handlers-cleaners,Male,10,1869.366188,<=50K
63,Self-emp-not-inc,Bachelors,Sales,Male,50,1869.366188,>50K
36,State-gov,Assoc-voc,Protective-serv,Female,40,1869.366188,<=50K
20,Private,12th,Other-service,Male,35,1869.366188,<=50K
28,State-gov,Bachelors,Protective-serv,Male,50,1869.366188,<=50K
58,Private,HS-grad,Sales,Female,38,1869.366188,<=50K
39,Private,Some-college,Exec-managerial,Female,56,1869.366188,<=50K
50,Local-gov,Assoc-acdm,Prof-specialty,Female,40,1869.366188,<=50K
45,Self-emp-not-inc,Bachelors,Exec-managerial,Male,50,1869.366188,<=50K
38,Self-emp-inc,Some-college,Craft-repair,Male,38,1869.366188,<=50K
54,Private,Assoc-acdm,Exec-managerial,Female,55,1869.366188,>50K
42,Private,Bachelors,Prof-specialty,Female,12,1869.366188,<=50K
55,State-gov,Doctorate,Prof-specialty,Male,70,1869.366188,>50K
63,Private,Some-college,Sales,Male,30,1869.366188,<=50K
21,Private,9th,Machine-op-inspct,Male,48,1869.366188,<=50K
35,Self-emp-not-inc,HS-grad,Exec-managerial,Male,60,1869.366188,<=50K
37,Private,9th,Transport-moving,Male,40,1869.366188,<=50K
51,Private,HS-grad,Craft-repair,Female,45,1869.366188,<=50K
45,Private,Bachelors,Exec-managerial,Male,72,1869.366188,>50K
61,Private,9th,Exec-managerial,Male,65,1869.366188,<=50K
28,Private,Bachelors,Prof-specialty,Female,40,1869.366188,>50K
40,Local-gov,Bachelors,Prof-specialty,Male,35,1869.366188,<=50K
55,Local-gov,Some-college,Adm-clerical,Female,35,1869.366188,<=50K
64,Private,HS-grad,Prof-specialty,Female,23,1869.366188,<=50K
58,Private,Some-college,Other-service,Female,40,1869.366188,<=50K
31,Federal-gov,HS-grad,Machine-op-inspct,Female,40,1869.366188,<=50K
39,Private,Some-college,Sales,Female,45,1869.366188,>50K
19,Private,12th,Sales,Female,18,1869.366188,<=50K
53,Local-gov,9th,Exec-managerial,Male,40,1869.366188,<=50K
68,Private,Masters,Prof-specialty,Male,18,1869.366188,<=50K
62,State-gov,HS-grad,Other-service,Male,40,1869.366188,<=50K
45,Federal-gov,Assoc-acdm,Exec-managerial,Male,40,1869.366188,<=50K
29,Private,Some-college,Adm-clerical,Male,50,1869.366188,<=50K
22,Private,HS-grad,Farming-fishing,Male,40,1869.366188,<=50K
44,Private,Bachelors,Machine-op-inspct,Male,40,1869.366188,>50K
48,Private,Some-college,Prof-specialty,Female,20,1869.366188,<=50K
52,Federal-gov,HS-grad,Adm-clerical,Male,45,1869.366188,<=50K
55,Private,10th,Transport-moving,Male,45,1869.366188,<=50K
67,Private,HS-grad,Adm-clerical,Female,38,1869.366188,<=50K
47,Private,HS-grad,Sales,Female,52,1869.366188,<=50K
25,Private,Bachelors,Sales,Female,16,1869.366188,<=50K
19,Private,9th,Farming-fishing,Male,16,1869.366188,<=50K
24,Private,7th-8th,Machine-op-inspct,Male,40,1869.366188,<=50K
30,Self-emp-not-inc,Some-college,Sales,Male,25,1869.366188,<=50K
17,Private,11th,Adm-clerical,Male,16,1869.366188,<=50K
35,Private,Some-college,Sales,Male,46,1869.366188,<=50K
43,Private,HS-grad,Adm-clerical,Female,35,1869.366188,>50K
20,Private,Some-college,Other-service,Male,50,1869.366188,<=50K
38,Private,Assoc-acdm,Craft-repair,Male,40,1869.366188,<=50K
53,Private,9th,Sales,Female,25,1869.366188,<=50K
53,Private,1st-4th,Transport-moving,Male,50,1869.366188,<=50K
41,Self-emp-inc,HS-grad,Sales,Male,62,1869.366188,<=50K
57,Private,9th,Sales,Male,55,1869.366188,>50K
25,Private,11th,Tech-support,Male,40,1869.366188,<=50K
48,Private,Bachelors,Exec-managerial,Male,50,1869.366188,<=50K
34,Private,Some-college,Sales,Female,60,1869.366188,<=50K
43,Self-emp-inc,Bachelors,Sales,Male,45,1869.366188,<=50K
57,State-gov,Some-college,Craft-repair,Female,40,1869.366188,<=50K
43,Private,Assoc-acdm,Tech-support,Male,40,1869.366188,<=50K
54,Private,Some-college,Transport-moving,Male,55,1869.366188,<=50K
49,Private,HS-grad,Sales,Male,50,1869.366188,>50K
41,Private,10th,Transport-moving,Male,60,1869.366188,<=50K
33,Private,HS-grad,Craft-repair,Female,42,1869.366188,<=50K
25,Private,Bachelors,Prof-specialty,Female,32,1869.366188,<=50K
44,Private,11th,Sales,Female,44,1869.366188,<=50K
20,Private,Some-college,Prof-specialty,Male,40,1869.366188,<=50K
46,Private,10th,Other-service,Male,37,1869.366188,<=50K
39,Private,HS-grad,Sales,Male,50,1869.366188,<=50K
53,Private,9th,Transport-moving,Male,40,1869.366188,<=50K
53,Private,Masters,Exec-managerial,Male,45,1869.366188,>50K
33,Private,9th,Handlers-cleaners,Male,40,1869.366188,<=50K
44,Private,Some-college,Other-service,Female,35,1869.366188,<=50K
66,Private,Some-college,Adm-clerical,Female,20,1869.366188,<=50K
37,Private,HS-grad,Prof-specialty,Male,50,1869.366188,>50K
17,Private,11th,Craft-repair,Male,20,1869.366188,<=50K
43,Private,Bachelors,Sales,Male,60,1869.366188,>50K
46,Private,Bachelors,Prof-specialty,Male,50,1869.366188,>50K
42,Private,Assoc-acdm,Sales,Male,40,1869.366188,<=50K
43,Private,Some-college,Sales,Male,40,1869.366188,<=50K
20,Private,9th,Exec-managerial,Female,40,1869.366188,<=50K
30,Private,Some-college,Farming-fishing,Male,72,1869.366188,<=50K
49,Self-emp-not-inc,Bachelors,Prof-specialty,Male,40,1869.366188,>50K
65,Private,HS-grad,Other-service,Female,17,1869.366188,<=50K
35,Private,Prof-school,Prof-specialty,Male,55,1869.366188,>50K
41,Local-gov,Masters,Prof-specialty,Male,50,1869.366188,<=50K
33,Private,Some-college,Other-service,Female,38,1869.366188,<=50K
30,Private,Assoc-acdm,Adm-clerical,Female,20,1869.366188,<=50K
36,Private,Assoc-acdm,Prof-specialty,Male,40,1869.366188,<=50K
21,Private,HS-grad,Sales,Male,30,1869.366188,<=50K
49,Self-emp-inc,Some-college,Craft-repair,Male,45,1869.366188,>50K
35,Private,Some-college,Exec-managerial,Male,50,1869.366188,<=50K
37,Local-gov,Some-college,Transport-moving,Male,40,1869.366188,<=50K
37,Private,Assoc-voc,Prof-specialty,Male,48,1869.366188,>50K
55,Federal-gov,Some-college,Craft-repair,Male,45,1869.366188,<=50K
59,Private,HS-grad,Craft-repair,Female,40,1869.366188,<=50K
53,Federal-gov,HS-grad,Tech-support,Male,40,1869.366188,>50K
38,Private,9th,Handlers-cleaners,Male,40,1869.366188,<=50K
33,Private,Some-college,Tech-support,Female,50,1869.366188,<=50K
74,Private,10th,Other-service,Female,1,1869.366188,<=50K
41,Private,Some-college,Sales,Male,40,1869.366188,>50K
29,Self-emp-not-inc,10th,Craft-repair,Male,35,1869.366188,>50K
46,Self-emp-not-inc,HS-grad,Exec-managerial,Male,50,1869.366188,<=50K
39,Private,Assoc-acdm,Protective-serv,Male,60,1869.366188,<=50K
31,Private,HS-grad,Exec-managerial,Male,60,1869.366188,<=50K
31,State-gov,Bachelors,Prof-specialty,Female,40,1869.366188,<=50K
27,Private,Some-college,Handlers-cleaners,Male,25,1869.366188,<=50K
28,Private,Bachelors,Prof-specialty,Female,20,1869.366188,<=50K
57,Local-gov,Bachelors,Exec-managerial,Male,40,1869.366188,<=50K
48,Private,Preschool,Other-service,Female,40,1869.366188,<=50K
36,Self-emp-inc,Some-college,Sales,Male,55,1869.366188,<=50K
51,Private,12th,Transport-moving,Male,40,1869.366188,<=50K
39,Local-gov,Assoc-acdm,Transport-moving,Male,48,1869.366188,<=50K
43,Private,HS-grad,Transport-moving,Male,70,1869.366188,>50K
38,Private,Masters,Prof-specialty,Male,40,1869.366188,<=50K
51,Local-gov,HS-grad,Machine-op-inspct,Male,40,1869.366188,<=50K
43,State-gov,HS-grad,Prof-specialty,Male,40,1869.366188,<=50K
35,Private,HS-grad,Exec-managerial,Female,50,1869.366188,<=50K
39,Private,10th,Other-service,Female,12,1869.366188,<=50K
23,Private,Preschool,Other-service,Female,15,1869.366188,<=50K
26,Private,11th,Machine-op-inspct,Male,40,1869.366188,<=50K
25,Local-gov,HS-grad,Prof-specialty,Female,40,1869.366188,<=50K
29,Private,Some-college,Handlers-cleaners,Male,42,1869.366188,<=50K
37,Self-emp-inc,Assoc-voc,Sales,Male,40,1869.366188,>50K
37,Private,Masters,Exec-managerial,Female,40,1869.366188,>50K
21,Private,Some-college,Sales,Female,16,1869.366188,<=50K
25,State-gov,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
61,State-gov,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
29,Private,HS-grad,Transport-moving,Male,80,1869.366188,<=50K
49,Self-emp-not-inc,9th,Other-service,Female,20,1869.366188,<=50K
41,Local-gov,Bachelors,Prof-specialty,Female,35,1869.366188,<=50K
32,Private,Some-college,Handlers-cleaners,Male,16,1869.366188,<=50K
50,Private,Assoc-voc,Tech-support,Male,38,1869.366188,>50K
23,Private,Assoc-voc,Craft-repair,Male,55,1869.366188,>50K
50,Local-gov,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
39,Private,9th,Handlers-cleaners,Male,50,1869.366188,<=50K
52,Private,7th-8th,Other-service,Male,48,1869.366188,<=50K
44,Private,HS-grad,Farming-fishing,Male,80,1869.366188,<=50K
39,Private,HS-grad,Prof-specialty,Male,40,1869.366188,<=50K
33,Private,7th-8th,Farming-fishing,Male,40,1869.366188,>50K
40,Self-emp-not-inc,Some-college,Prof-specialty,Female,40,1869.366188,>50K
28,Local-gov,Prof-school,Prof-specialty,Male,40,1869.366188,<=50K
19,Private,12th,Prof-specialty,Female,25,1869.366188,<=50K
44,Private,Bachelors,Prof-specialty,Male,60,1869.366188,<=50K
40,Self-emp-not-inc,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
55,Private,HS-grad,Craft-repair,Male,48,1869.366188,>50K
30,Private,7th-8th,Transport-moving,Male,35,1869.366188,<=50K
38,Private,HS-grad,Sales,Male,55,1869.366188,>50K
17,Private,11th,Other-service,Male,15,1869.366188,<=50K
25,Private,Assoc-acdm,Tech-support,Male,30,1869.366188,<=50K
42,Private,Some-college,Other-service,Male,40,1869.366188,<=50K
28,Private,10th,Craft-repair,Male,36,1869.366188,<=50K
47,Self-emp-not-inc,Some-college,Craft-repair,Male,40,1869.366188,>50K
59,Private,Some-college,Other-service,Female,32,1869.366188,<=50K
48,Self-emp-inc,HS-grad,Exec-managerial,Male,80,1869.366188,<=50K
24,Private,5th-6th,Farming-fishing,Male,40,1869.366188,<=50K
24,Private,HS-grad,Machine-op-inspct,Male,30,1869.366188,<=50K
28,Private,Some-college,Exec-managerial,Female,45,1869.366188,<=50K
36,Federal-gov,Some-college,Handlers-cleaners,Male,50,1869.366188,<=50K
58,State-gov,7th-8th,Transport-moving,Male,40,1869.366188,<=50K
51,Private,Some-college,Exec-managerial,Female,36,1869.366188,<=50K
42,Private,Some-college,Craft-repair,Male,50,1869.366188,>50K
45,Private,Bachelors,Exec-managerial,Male,40,1869.366188,<=50K
38,Private,11th,Transport-moving,Male,36,1869.366188,<=50K
52,Private,Assoc-voc,Farming-fishing,Male,50,1869.366188,<=50K
17,Private,12th,Sales,Female,6,1869.366188,<=50K
31,Private,Bachelors,Exec-managerial,Male,50,1869.366188,<=50K
22,Private,HS-grad,Transport-moving,Male,24,1869.366188,<=50K
29,Private,Masters,Prof-specialty,Male,42,1869.366188,<=50K
42,Self-emp-not-inc,Prof-school,Prof-specialty,Male,60,1869.366188,>50K
74,Private,10th,Adm-clerical,Male,20,1869.366188,<=50K
39,Local-gov,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
23,Self-emp-inc,Bachelors,Farming-fishing,Male,40,1869.366188,<=50K
32,Local-gov,Assoc-acdm,Exec-managerial,Female,40,1869.366188,<=50K
43,Private,HS-grad,Exec-managerial,Female,30,1869.366188,>50K
23,Private,Preschool,Other-service,Female,40,1869.366188,<=50K
18,Private,Some-college,Adm-clerical,Female,38,1869.366188,<=50K
19,Self-emp-inc,Some-college,Other-service,Female,35,1869.366188,<=50K
37,Private,HS-grad,Tech-support,Male,45,1869.366188,<=50K
36,Private,HS-grad,Transport-moving,Male,43,1869.366188,<=50K
32,Private,Bachelors,Adm-clerical,Female,48,1869.366188,<=50K
18,Self-emp-not-inc,11th,Craft-repair,Male,40,1869.366188,<=50K
29,Private,Masters,Sales,Male,65,1869.366188,<=50K
27,Private,Bachelors,Craft-repair,Male,45,1869.366188,<=50K
24,State-gov,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
54,Self-emp-not-inc,7th-8th,Machine-op-inspct,Male,50,1869.366188,<=50K
36,Private,Some-college,Exec-managerial,Female,35,1869.366188,>50K
50,Private,HS-grad,Handlers-cleaners,Female,40,1869.366188,<=50K
58,Private,Bachelors,Exec-managerial,Female,40,1869.366188,<=50K
44,Self-emp-inc,HS-grad,Other-service,Male,48,1869.366188,<=50K
34,Private,Assoc-acdm,Craft-repair,Male,44,1869.366188,<=50K
40,Private,Assoc-acdm,Tech-support,Male,40,1869.366188,<=50K
53,Private,Bachelors,Adm-clerical,Female,40,1869.366188,<=50K
26,Private,Some-college,Craft-repair,Male,45,1869.366188,<=50K
22,Private,Assoc-acdm,Handlers-cleaners,Male,40,1869.366188,<=50K
43,Local-gov,Bachelors,Prof-specialty,Female,28,1869.366188,<=50K
60,Private,7th-8th,Handlers-cleaners,Male,40,1869.366188,<=50K
34,Self-emp-not-inc,7th-8th,Handlers-cleaners,Male,10,1869.366188,<=50K
46,Local-gov,Bachelors,Transport-moving,Male,40,1869.366188,<=50K
69,Private,HS-grad,Other-service,Male,20,1869.366188,<=50K
32,Private,10th,Craft-repair,Male,40,1869.366188,>50K
40,Local-gov,Bachelors,Prof-specialty,Male,50,1869.366188,>50K
47,Private,HS-grad,Tech-support,Male,40,1869.366188,<=50K
37,Private,HS-grad,Machine-op-inspct,Male,46,1869.366188,<=50K
51,Self-emp-not-inc,Prof-school,Prof-specialty,Male,80,1869.366188,>50K
37,Self-emp-not-inc,Assoc-voc,Other-service,Female,40,1869.366188,<=50K
56,Self-emp-inc,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
69,Federal-gov,11th,Adm-clerical,Female,20,1869.366188,<=50K
41,Self-emp-not-inc,Assoc-voc,Other-service,Female,10,1869.366188,<=50K
57,Private,Some-college,Handlers-cleaners,Male,40,1869.366188,<=50K
26,Private,Bachelors,Exec-managerial,Male,55,1869.366188,<=50K
51,Federal-gov,Bachelors,Adm-clerical,Female,40,1869.366188,<=50K
51,Private,10th,Adm-clerical,Female,40,1869.366188,<=50K
17,Private,12th,Prof-specialty,Male,20,1869.366188,<=50K
47,Private,Prof-school,Prof-specialty,Male,60,1869.366188,>50K
64,Self-emp-not-inc,Prof-school,Prof-specialty,Male,9,1869.366188,>50K
40,Private,HS-grad,Transport-moving,Male,60,1869.366188,>50K
60,Private,Assoc-voc,Exec-managerial,Female,40,1869.366188,>50K
32,Private,12th,Sales,Male,40,1869.366188,>50K
27,Private,HS-grad,Craft-repair,Male,20,1869.366188,<=50K
27,Private,HS-grad,Other-service,Female,40,1869.366188,>50K
18,Private,Some-college,Other-service,Male,30,1869.366188,<=50K
52,Private,HS-grad,Machine-op-inspct,Male,48,1869.366188,>50K
31,Private,HS-grad,Other-service,Male,85,1869.366188,<=50K
44,Private,Masters,Prof-specialty,Female,35,1869.366188,<=50K
37,Self-emp-not-inc,Some-college,Farming-fishing,Male,84,1869.366188,<=50K
18,Private,10th,Other-service,Male,10,1869.366188,<=50K
56,Private,Some-college,Adm-clerical,Female,45,1869.366188,<=50K
36,Private,HS-grad,Handlers-cleaners,Male,65,1869.366188,<=50K
37,Private,10th,Handlers-cleaners,Male,40,1869.366188,<=50K
31,Private,5th-6th,Farming-fishing,Male,25,1869.366188,<=50K
46,Private,Bachelors,Exec-managerial,Male,51,1869.366188,<=50K
25,Self-emp-inc,Bachelors,Exec-managerial,Male,35,1869.366188,<=50K
55,Private,5th-6th,Craft-repair,Male,50,1869.366188,<=50K
64,Local-gov,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
65,Private,Masters,Prof-specialty,Male,99,1869.366188,<=50K
46,Federal-gov,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
34,State-gov,Doctorate,Prof-specialty,Male,45,1869.366188,>50K
36,Private,10th,Handlers-cleaners,Female,34,1869.366188,<=50K
23,Private,Some-college,Adm-clerical,Female,60,1869.366188,<=50K
57,Private,HS-grad,Craft-repair,Male,55,1869.366188,<=50K
41,Self-emp-not-inc,Some-college,Sales,Male,60,1869.366188,>50K
20,Local-gov,HS-grad,Protective-serv,Male,30,1869.366188,<=50K
32,Private,Some-college,Craft-repair,Male,36,1869.366188,<=50K
38,Self-emp-inc,Bachelors,Craft-repair,Female,20,1869.366188,<=50K
29,Private,HS-grad,Transport-moving,Female,45,1869.366188,<=50K
45,State-gov,Masters,Exec-managerial,Male,45,1869.366188,<=50K
76,Local-gov,HS-grad,Other-service,Female,13,1869.366188,<=50K
45,Private,Bachelors,Machine-op-inspct,Male,40,1869.366188,>50K
49,Local-gov,Masters,Prof-specialty,Female,70,1869.366188,<=50K
36,Local-gov,Assoc-voc,Protective-serv,Female,60,1869.366188,>50K
47,Private,Assoc-voc,Prof-specialty,Female,44,1869.366188,<=50K
26,Private,HS-grad,Sales,Male,55,1869.366188,<=50K
27,Private,HS-grad,Transport-moving,Female,15,1869.366188,<=50K
20,Private,Assoc-voc,Tech-support,Female,25,1869.366188,<=50K
31,Self-emp-not-inc,Masters,Prof-specialty,Male,45,1869.366188,<=50K
57,Local-gov,Masters,Other-service,Female,40,1869.366188,<=50K
39,Private,11th,Sales,Female,40,1869.366188,<=50K
66,Private,Some-college,Exec-managerial,Male,45,1869.366188,<=50K
49,Local-gov,Assoc-acdm,Adm-clerical,Female,30,1869.366188,<=50K
59,Private,HS-grad,Transport-moving,Male,45,1869.366188,<=50K
41,Private,9th,Other-service,Female,35,1869.366188,<=50K
45,Local-gov,11th,Other-service,Female,25,1869.366188,<=50K
47,Private,HS-grad,Other-service,Female,30,1869.366188,>50K
52,Self-emp-not-inc,Assoc-voc,Craft-repair,Male,40,1869.366188,<=50K
59,Private,Assoc-voc,Craft-repair,Male,40,1869.366188,<=50K
31,Private,Bachelors,Tech-support,Male,40,1869.366188,>50K
41,Self-emp-not-inc,Some-college,Exec-managerial,Male,40,1869.366188,>50K
45,Private,Assoc-acdm,Tech-support,Male,40,1869.366188,>50K
54,Local-gov,Masters,Prof-specialty,Female,40,1869.366188,<=50K
22,Private,HS-grad,Farming-fishing,Male,25,1869.366188,<=50K
48,Local-gov,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
53,Private,Bachelors,Craft-repair,Male,40,1869.366188,>50K
32,State-gov,HS-grad,Craft-repair,Male,49,1869.366188,>50K
52,Local-gov,HS-grad,Adm-clerical,Female,45,1869.366188,<=50K
29,Private,Some-college,Handlers-cleaners,Male,35,1869.366188,<=50K
17,Private,10th,Other-service,Male,12,1869.366188,<=50K
54,Local-gov,10th,Adm-clerical,Male,40,1869.366188,<=50K
26,Private,Assoc-acdm,Adm-clerical,Female,40,1869.366188,<=50K
34,Private,HS-grad,Craft-repair,Male,48,1869.366188,>50K
27,Private,Some-college,Handlers-cleaners,Male,50,1869.366188,<=50K
32,Self-emp-not-inc,Bachelors,Sales,Male,45,1869.366188,<=50K
35,Private,Assoc-acdm,Exec-managerial,Male,40,1869.366188,<=50K
43,Private,Some-college,Craft-repair,Male,45,1869.366188,>50K
40,Private,HS-grad,Other-service,Female,36,1869.366188,<=50K
19,Self-emp-not-inc,HS-grad,Other-service,Male,53,1869.366188,<=50K
23,Private,Assoc-acdm,Handlers-cleaners,Male,32,1869.366188,<=50K
59,Private,HS-grad,Craft-repair,Male,38,1869.366188,>50K
43,Self-emp-not-inc,10th,Craft-repair,Male,60,1869.366188,<=50K
41,Private,Bachelors,Sales,Male,48,1869.366188,>50K
25,State-gov,Bachelors,Exec-managerial,Male,40,1869.366188,<=50K
22,Private,Some-college,Other-service,Male,15,1869.366188,<=50K
26,Local-gov,Some-college,Other-service,Male,40,1869.366188,<=50K
20,Private,HS-grad,Sales,Female,23,1869.366188,<=50K
58,Private,Some-college,Prof-specialty,Female,40,1869.366188,<=50K
23,Private,Assoc-acdm,Other-service,Female,25,1869.366188,<=50K
30,Private,9th,Other-service,Male,40,1869.366188,<=50K
67,State-gov,Some-college,Farming-fishing,Male,8,1869.366188,<=50K
26,Private,Assoc-acdm,Adm-clerical,Female,32,1869.366188,<=50K
53,Self-emp-not-inc,HS-grad,Exec-managerial,Male,35,1869.366188,<=50K
27,Local-gov,HS-grad,Transport-moving,Male,60,1869.366188,<=50K
29,Without-pay,Some-college,Farming-fishing,Male,65,1869.366188,<=50K
